term,definition
Account Management,Account management oversees provisioning, modification, and deprovisioning of user accounts per lifecycle policies. Ensures least privilege via reviews. Integrated in IAM for offboarding. Reduces orphaned risks; DFIR audits management logs for dormant accounts exploited in persistence (NIST SP 800-53).
Accountability Mechanism,Accountability mechanism logs actions to principals for traceability, supporting non-repudiation via timestamps and IDs. Used in regulated industries for forensics readiness. Embedded in audit subsystems. Enables attribution; in DFIR, mechanisms provide chain-of-custody for legal evidence in insider incidents (CNSSI 4009).
Accounting,Accounting records resource usage and events for billing or auditing in AAA frameworks. Tracks sessions in RADIUS. Appears in cloud billing or compliance reports. Supports cost allocation; DFIR uses accounting data to quantify breach impacts, like data volume exfiltrated (NIST SP 800-53).
Accreditation,Accreditation is formal authorization of a system based on risk assessment and residual acceptance by an AO. Involves continuous monitoring post-initial. Used in federal systems. Assures compliance; in DFIR, accreditation docs contextualize control gaps in post-breach reviews (NIST SP 800-37).
ACL Propagation,ACL propagation synchronizes permissions across replicated resources in distributed systems like AD. Ensures consistency in shares. Triggered on changes. Prevents desync exploits; DFIR checks propagation logs for delayed updates exploited in lateral movement (SANS DFIR).
Active Directory (AD),Active Directory is Microsoft's LDAP-based directory service for identity management in Windows domains. Centralizes auth, policy, and replication. Core to enterprise Windows. Vulnerable to Kerberoasting; DFIR forensically analyzes AD databases for forged tickets in domain dominance (NIST SP 800-47).
Active Directory Federation Services (ADFS),ADFS enables SSO across domains or to external IdPs using WS-Federation or SAML. Extends trust boundaries. Used in hybrid clouds. Prone to token replay; in DFIR, ADFS proxy logs trace federated auth abuses in cross-org attacks (Microsoft docs via NIST).
Active Scanning,Active scanning probes targets with packets to elicit responses for vuln discovery, like Nmap. Used in pen testing for recon. Scheduled in vuln mgmt. Reveals services; DFIR correlates scan artifacts in IDS logs with subsequent exploits (MITRE ATT&CK T1046).
Address Space Layout Randomization (ASLR),ASLR randomizes load addresses of code/data to hinder exploit reliability. OS mitigation in Windows/Linux. Enabled by default. Complicates ROP; in DFIR, ASLR bypass indicators in memory dumps signal advanced exploits (NIST SP 800-123).
Administrative Privileges,Administrative privileges grant full control over systems, like root or domain admin. Restricted via least privilege. Used sparingly for mgmt. High-risk; DFIR hunts for priv esc artifacts like UAC bypasses in admin abuse cases (MITRE ATT&CK TA0004).
Advanced Encryption Standard (AES),AES is a NIST-approved symmetric block cipher with 128-256 bit keys for data protection. Used in TLS, IPsec, and disk encryption. Processes in CBC/ECB modes. Resists brute-force; DFIR recovers AES keys from RAM for decrypting malware payloads (NIST FIPS 197).
Advanced Persistent Threat (APT),APT denotes state-sponsored, stealthy intrusions with long dwell times for espionage or sabotage. Multi-stage TTPs per MITRE. Targets high-value assets. Requires behavioral detection; in DFIR, APT profiling via IOCs attributes actors, e.g., in ICS compromises (NIST SP 800-39).
Adversarial Machine Learning,Adversarial ML crafts inputs to fool models, like evasion attacks on IDS. Used to test robustness. Emerges in AI security research. Undermines automation; DFIR validates ML alerts manually against such manipulations in anomaly detection (ENISA AI threats).
Adversary Emulation,Adversary emulation simulates known TTPs from MITRE ATT&CK for red teaming. Improves blue team skills. Conducted in exercises. Reveals gaps; in DFIR, emulation logs benchmark real incidents for faster response (MITRE Caldera).
Adversary Engagement,Adversary engagement interacts with intruders to disrupt or gather intel, like honeynets. Risky, requires legal. In advanced IR. Gathers TTPs; DFIR documents engagements for threat intel sharing (SANS).
Aggregate Function,An aggregate function computes summaries like COUNT or SUM over datasets in queries. Used in SIEM for alert correlation. In analytics engines. Reveals trends; DFIR applies aggregates to log volumes for detecting DDoS precursors (NIST SP 800-137).
Air-Gapped System,Air-gapped system is physically isolated from networks to prevent remote access. Used for classified processing. Breached via sneakernets. Heightens insider risks; in DFIR, focuses on USB artifacts and physical access logs (ENISA).
Alert Fatigue,Alert fatigue overwhelms analysts with false positives, reducing response efficacy. Mitigated by tuning and SOAR. Common in SOCs. Degrades vigilance; in DFIR, fatigue analysis post-incident improves tuning for future hunts (NIST SP 800-61).
Alert Triage,Alert triage prioritizes incidents by severity, context, and impact using playbooks. Initial IR step in SOC. Uses risk scores. Speeds MTTD; DFIR refines triage criteria from historical false negatives (SANS).
Algorithmic Complexity Attack,Algorithmic complexity attack exploits worst-case runtime in data structures like hash collisions. Targets DoS in apps. Rare but devastating. Hardens code; DFIR detects via CPU spikes in perf logs during targeted DoS (OWASP).
Alias,An alias maps multiple names to one entity in DNS or email, aiding obfuscation. Used for load balancing or privacy. In C2 domains. Masks origins; DFIR resolves aliases in WHOIS for attribution in phishing (MITRE ATT&CK T1566).
All-or-Nothing Transform,All-or-Nothing Transform (AONT) permutes data so partial decryption yields nothing useful. Used in secure storage. In crypto libs. Enhances confidentiality; DFIR applies AONT reversal to recover shuffled exfil data (NIST).
Ambient Authority,Ambient authority grants privileges based on execution context without explicit checks, risky in plugins. Deprecated for explicit. In scripting. Leads to esc; DFIR traces ambient calls in stack traces for vuln exploits (OWASP).
American Wire Gauge (AWG),AWG standardizes cable thickness for Ethernet, affecting signal integrity. Used in cabling specs. In physical layer. Poor gauge causes drops; DFIR inspects cabling in EMI attacks on wired nets (NIST SP 800-113).
Amplification Factor,Amplification factor measures DoS multiplier from reflected traffic, like NTP. Quantifies attack power. In protocol analysis. Informs filtering; DFIR calculates factors from pcap to size reflection campaigns (MITRE ATT&CK T1498).
Analog Hole,Analog hole is capturing output post-DRM to bypass digital protections. Exploits reconversion. In media playback. Undermines IP; DFIR irrelevant, but in piracy probes, traces analog captures (ENISA).
Analysis of Variance (ANOVA),ANOVA statistically tests differences in means across groups for hypothesis in threat intel. Used in behavioral analytics. In R/Python. Validates models; DFIR uses ANOVA on log variances for anomaly confirmation (SANS).
Anchor Node,Anchor node is a trusted root in PKI hierarchies, like root CAs. Validates chains. In cert stores. Compromise cascades; DFIR verifies anchors in trust stores for MITM detection (NIST SP 800-57).
Anomaly,Anomaly is deviation from baseline behavior, flagged by statistical models in IDS. Indicates potential threats. In monitoring tools. Early warning; in DFIR, baselines anomalies to timelines, e.g., rare ports in C2 (NIST SP 800-94).
Anomaly-Based Detection,Anomaly-based detection learns normal patterns to flag outliers, unlike signatures. Adaptive to zero-days. In EDR. False positives high; DFIR correlates anomalies with IOCs for confirmation (ENISA).
Anti-Analysis,Anti-analysis techniques evade sandboxes by detecting VMs or debuggers in malware. Used for stealth. In samples. Complicates RE; DFIR employs custom envs to bypass, like modified Volatility plugins (SANS FOR508).
Anti-Debugging,Anti-debugging checks for debuggers via timing or API hooks to crash or alter behavior. Protects IP or hides malware. In binaries. Delays analysis; in DFIR, patches anti-debug in IDA for static RE (MITRE ATT&CK T1622).
Anti-Forensic Technique,Anti-forensic technique thwarts investigation by wiping logs or timestamping falsely. Used by attackers for deniability. In post-exploitation. Preserves evidence chain; DFIR detects via hash mismatches or tool marks (NIST SP 800-86).
Anti-Malware,Anti-malware scans and removes known threats using signatures and heuristics. Endpoint protection staple. Real-time or on-demand. Evolves to EDR; in DFIR, quarantine analysis recovers missed variants (SANS).
Anti-Replay,Anti-replay uses sequence numbers or timestamps to detect duplicated packets in protocols like IPsec. Prevents replay attacks. In secure channels. Ensures freshness; DFIR sniffs for replays in auth protocols (RFC 4303).
Anti-Virus (AV),Anti-Virus (AV) detects and quarantines malware via pattern matching and behavior. Layer 1 defense. Installed on endpoints. Bypassed by packing; DFIR supplements with memory forensics for AV evaders (NIST SP 800-83).
Application Container,Application container packages code with dependencies for portable execution in isolation. Used in Docker/K8s for microservices. Accelerates dev. Vulns in images; in DFIR, container runtimes log escapes like CVE-2019-5736 (CSA).
Application Firewall,Application firewall (WAF) inspects L7 traffic for OWASP threats like XSS. Policy-based blocking. In front of web apps. Stops injections; DFIR reviews WAF hits for attempted exploits in web shells (OWASP).
Application Layer,Application layer (OSI L7) supports end-user services like HTTP or SMTP. Payload-focused. In proxies. Targeted by app attacks; DFIR dissects L7 in Wireshark for protocol abuse (NIST SP 800-94).
Application Programming Interface (API),API exposes services for integration, secured via rate limiting and auth. REST/GraphQL common. In microservices. Exposed to injection; in DFIR, API gateway logs trace broken object exploits (OWASP).
Application Security,Application security embeds protections in SDLC, like SAST/DAST. Prevents runtime vulns. From design to deploy. Reduces breaches; DFIR attributes app flaws to missed scans in root cause (OWASP SAMM).
Application Whitelisting,Application whitelisting allows only approved executables to run, blocking unknowns. Enforces via AppLocker. On endpoints. Stops malware; in DFIR, whitelist violations signal loaders in execution chains (MITRE ATT&CK T1055).
Applied Cryptography,Applied cryptography implements algorithms in protocols for real-world security like TLS. Balances perf/security. In libs like OpenSSL. Key mgmt critical; DFIR breaks weak impls in custom malware crypto (Schneier via NIST).
Approved Mode of Operation,Approved mode of operation is FIPS-validated config for crypto modules, ensuring compliance. Used in gov systems. Audited yearly. Maintains cert; in DFIR, verifies modes in module logs for evidence integrity (NIST SP 800-131A).
Arbitration,Arbitration resolves concurrent access in buses like CAN for ICS. Priority-based. In controllers. DoS via flooding; DFIR monitors arbitration in bus traces for jamming in OT attacks (ENISA ICS).
Archive Bomb,Archive bomb inflates files with junk to exhaust unzip resources. DoS vector. In email attachments. Crashes tools; in DFIR, safe extraction with limits recovers hidden payloads (SANS).
Area of Interest (AOI),AOI defines scoped regions in images for forensic enhancement, like license plates. Used in CCTV analysis. In tools like Amped. Sharpens evidence; DFIR applies AOI to blurry frames in incident vids (SANS FOR508).
Argument Injection,Argument injection passes malicious params to commands via inputs. Escapes filters. In scripts. Leads to RCE; DFIR parses args in process trees for injection chains (OWASP).
Arithmetic Overflow,Arithmetic overflow wraps integers beyond range, exploitable for bounds bypass. In C code. Causes crashes or esc; in DFIR, fuzzing reproduces overflows in crash dumps (MITRE ATT&CK T1499).
Armored Virus,Armored virus obfuscates code to hinder disassembly, using junk or encryption. Delays AV. In samples. Protects payload; DFIR strips armor with unpackers like UPX for static analysis (SANS).
ARP Cache Poisoning,ARP cache poisoning floods replies to associate attacker's MAC with IP for MITM. Local net attack. In flat LANs. Sniffs traffic; DFIR detects duplicates in ARP tables from netmon (MITRE ATT&CK T1557.001).
ARP Spoofing,ARP spoofing sends gratuitous replies to redirect traffic. Enables eavesdropping. In Ethernet. Undermines L2; in DFIR, pcap filters for unsolicited ARPs reveal pivots (ENISA).
Array Bounds Checking,Array bounds checking validates indices to prevent overflows. Compiler flag. In code. Mitigates exploits; DFIR checks disabled bounds in vulns like Heartbleed (NIST).
Artifact Collection,Artifact collection gathers volatile/non-volatile data like RAM dumps or logs. Systematic in IR kits. During triage. Preserves context; in DFIR, chains collection for admissibility (NIST SP 800-86).
Assertion,Assertion is a dev statement checking preconditions, halting on failure for debugging. Used in secure coding. In tests. Catches errors; DFIR enables asserts in recompiled malware for behavior insights (OWASP).
Asset Classification,Asset classification labels data by sensitivity for handling rules, like confidential. In DLP policies. Inventory-based. Guides controls; in DFIR, misclass leads to unmonitored leaks (ISO 27001).
Asset Inventory,Asset inventory catalogs hardware/software for visibility and patching. Automated with CMDB. Quarterly scans. Identifies shadows; in DFIR, gaps explain unpatched entry points (NIST SP 800-53).
Asset Management,Asset management tracks lifecycle of IT assets for security and compliance. Includes depreciation. In ITSM. Prevents orphans; DFIR uses inventories to scope breach impacts (ISO 27001).
Asset Owner,Asset owner determines classification and acceptable risks for data/resources. Delegates to custodians. In governance. Accountable; in DFIR, owners prioritize recovery in BIA (NIST SP 800-53).
Asset Register,Asset register is a database of inventoried items with attributes like value and owner. Supports audits. In ERP. Enables tracking; DFIR cross-refs registers with logs for tampered assets (ENISA).
Asymmetric Encryption,Asymmetric encryption uses public/private keys for conf/auth without shared secrets, like RSA. Key exchange in PKI. In TLS handshakes. Enables signatures; DFIR factors weak keys in intercepted traffic (NIST SP 800-57).
Asymmetric Key,Asymmetric key pair where public encrypts and private decrypts, or vice versa for signing. Mathematical hardness. In certs. Secure distribution; in DFIR, key recovery from wallets in crypto thefts (CNSSI 4009).
Asymmetric Warfare,Asymmetric warfare leverages low-cost cyber tools by non-state actors against stronger foes. Guerrilla tactics. In geopolitics. Amplifies impact; DFIR attributes via TTPs in nation-state vs hacktivist (ENISA).
Atomic Operation,Atomic operation executes indivisibly to maintain consistency, like transactions. In databases. Prevents races; DFIR analyzes partial atoms in crashed txns for corruption causes (NIST).
Attack Chain,Attack chain sequences phases from recon to exfil per Kill Chain model. Maps adversary lifecycle. In threat modeling. Guides defenses; in DFIR, reconstructs chains from artifacts for TTP mapping (MITRE).
Attack Complexity,Attack complexity rates exploit difficulty per CVSS, considering automation and conditions. In vuln scoring. Informs prioritization. High complexity rarer; DFIR weighs in risk during triage (NIST IR 7298).
Attack Footprint,Attack footprint is residual traces left by intrusions, like logs or files. Minimized by stealth. In post-ex. Evidence source; in DFIR, minimizes own footprint in live response (SANS).
Attack Graph,Attack graph models multi-step paths to goals using Bayesian nets. Visualizes risks. In modeling tools. Prioritizes mitigations; DFIR uses graphs to simulate breach spreads (ENISA).
Attack Mediator,Attack mediator is a compromised intermediary relaying malicious traffic, like in watering holes. Blends legit/mal. In supply chains. Masks origin; in DFIR, graph analysis reveals mediators (MITRE T1190).
Attack Pattern,Attack pattern documents reusable TTPs in CAPEC or ATT&CK for sharing. Standardizes intel. In frameworks. Enables detection; DFIR matches patterns to incidents for attribution (MITRE).
Attack Signature,Attack signature is a known malicious pattern for IDS matching, like regex for SQLi. Static detection. In rulesets. Misses variants; DFIR updates signatures from dissected samples (NIST SP 800-94).
Attack Surface Management (ASM),ASM discovers and monitors external attack surfaces like shadow IT. Continuous recon. In clouds. Reduces unknowns; in DFIR, ASM scans post-breach for re-entry vectors (CSA).
Attack Vector,Attack vector is the method delivering exploits, like email or USB. Categorized in MITRE. In pen tests. Targets vectors; DFIR blocks via IOCs, e.g., phishing vectors (NIST IR 7298).
Attacker,Attacker is an entity executing malicious actions, profiled by motives and capabilities. In threat models. From script kiddies to APTs. Attribution key; in DFIR, profiles via artifacts like user agents (CNSSI 4009).
Attenuation,Attenuation reduces signal strength over distance in cables, causing bit errors. In physical nets. Mitigated by repeaters. Affects forensics; DFIR accounts for noise in long-haul pcap (NIST SP 800-97).
Attribute Certificate,Attribute certificate binds claims like roles to identities without public keys, used in ABAC. Short-lived. In federations. Dynamic authz; in DFIR, validates attrs in access denials (RFC 5755).
Audit,Audit is systematic evidence collection for compliance verification against standards. Independent review. Annual or event-driven. Validates controls; in DFIR, audit trails form incident narratives (ISO 27001).
Audit Event,Audit event is a security-relevant occurrence logged for review, like logons. Timestamped with context. In subsystems. Enables reconstruction; DFIR parses events for timelines in breaches (NIST SP 800-92).
Audit Log,Audit log chronologically records events for analysis, protected against tampering. Centralized in SIEM. Retained per policy. Traceability; in DFIR, hashes verify log integrity in anti-forensic cases (NIST SP 800-92).
Audit Record,Audit record captures details of an event, including who, what, when. Structured format. Appended to logs. Detailed evidence; in DFIR, correlates records across sources for full picture (CNSSI 4009).
Audit Reduction,Audit reduction filters/condenses logs to relevant data using tools like SWIM. Eases analysis. Post-collection. Reduces noise; in DFIR, reduction focuses on high-fidelity IOCs (NIST SP 800-92).
Audit Trail Review,Audit trail review examines logs for anomalies or compliance. Manual/automated. Periodic. Detects issues; in DFIR, reviews build causality in incident reports (SANS).
Authenticated Encryption,Authenticated encryption combines confidentiality and integrity, like GCM mode. Protects against padding oracles. In protocols. Comprehensive; DFIR detects mode mismatches in tampered packets (NIST SP 800-38D).
Authentication,Authentication confirms identity claims using factors like passwords or biometrics. First access gate. In all logins. Prevents impersonation; in DFIR, failed auths map brute-force or stuffing (NIST SP 800-63).
Authentication Assurance Level (AAL),AAL grades auth strength from 1 (low) to 3 (high) based on factors and verifiers. In FIDO. For risk-based. Balances UX; in DFIR, low AAL breaches indicate weak MFA (NIST SP 800-63B).
Authentication Credential,Authentication credential is a secret like password or token proving identity. Protected in transit. Stored hashed. Compromise key; in DFIR, credential dumps from LSASS aid reconstruction (MITRE T1003).
Authentication Factor,Authentication factor is a category (knowledge, possession, inherence) for MFA. Combined for strength. In IdPs. Multiplies security; DFIR probes factor bypasses like SIM swap (NIST SP 800-63).
Authentication Header (AH),AH provides IPsec connectionless integrity and auth without conf. ESP supersedes. In tunnels. Anti-spoof; DFIR verifies AH in pcap for protocol integrity (RFC 4302).
Authentication Information,Authentication information includes creds and authenticators for verification. Classified sensitive. Managed in vaults. Leak prevention; in DFIR, info in cleartext logs signals exposure (CNSSI 4009).
Authentication Information Service,Authentication information service centralizes credential validation, like Kerberos KDC. Scalable auth. In domains. Single point; DFIR monitors service for replay or DoS (NIST SP 800-47).
Authentication Mechanism,Authentication mechanism implements factor verification, like OTP or SAML. Standardized. In protocols. Robust choice; in DFIR, mechanism logs trace downgrade attacks (NIST SP 800-63).
Authentication Protocol,Authentication protocol sequences messages for identity proof, like EAP. Secure channel. In networks. Resists MITM; DFIR dissects protocols in Wireshark for flaws (RFC 5216).
Authentication Server,Authentication server validates creds centrally, like RADIUS. AAA component. In NAC. Bottleneck risk; in DFIR, server crashes indicate auth floods (NIST SP 800-71).
Authentication Token,Authentication token is a bearer item like JWT for delegated proof. Scoped and timed. In APIs. Stateless; in DFIR, stolen tokens in traffic reveal session hijacks (RFC 7519).
Authoritative Server,Authoritative server holds definitive DNS zone data, responding to queries. Hierarchical. In resolvers. Poison target; DFIR queries servers for zone transfers in recon (MITRE T1596).
Authorization,Authorization grants specific rights post-auth based on policy. RBAC/ABAC models. In apps. Least priv; in DFIR, over-authz in logs shows escalation paths (NIST SP 800-53).
Authorization Credential,Authorization credential like OAuth token scopes access post-auth. Dynamic. In federations. Fine-grained; DFIR revokes compromised creds via token introspection (RFC 7662).
Authorization Policy,Authorization policy rules what actions principals can take on resources. Enforced at PEP. In XACML. Consistent; in DFIR, policy audits uncover gaps exploited (NIST SP 800-162).
Authorized Privileged Commands,Authorized privileged commands are admin ops like sudo, logged for oversight. Restricted access. In Unix. Abuse detection; DFIR scripts command history for anomalies (SANS).
Automated Indicator Sharing (AIS),AIS exchanges CTI IOCs in STIX/TAXII for real-time collab. Automated feeds. In ISACs. Speeds response; in DFIR, AIS enriches IOC hunts with fresh intel (NIST SP 800-150).
Automatic Certificate Management Environment (ACME),ACME automates cert provisioning/renewal in Let's Encrypt. HTTP-01 challenges. In web servers. Simplifies TLS; DFIR monitors ACME for rogue cert issuances (RFC 8555).
Availability,Availability ensures reliable, timely access to resources against DoS. Redundancy achieves. CIA pillar. Business continuity; in DFIR, downtime metrics quantify impact in reports (NIST IR 7298).
Availability Control,Availability control like clustering maintains uptime via failover. HA designs. In critical apps. Minimizes RTO; in DFIR, control failures in failover logs trace DDoS (NIST SP 800-53).
Availability Impact,Availability impact assesses disruption potential in CVSS, from none to complete denial. In scoring. Prioritizes. High impact critical; DFIR evaluates in BIA for recovery (NIST IR 7298).
Backdoor,Backdoor is hidden access bypassing normal controls, often in malware for C2. Persistence tool. Post-compromise. Undermines trust; in DFIR, hunts backdoors in netstat or autoruns (MITRE T1054).
Backup,Backup copies data for recovery, full/incremental strategies. 3-2-1 rule. Scheduled. Ransomware target; in DFIR, verifies backups offline for clean restores (NIST SP 800-34).
BadUSB,BadUSB reprograms USB devices to emulate keyboards for payload injection. Hardware trojan. On insertion. Bypasses airgaps; in DFIR, USB history logs trace BadUSB keystrokes (SANS FOR508).
Balanced Accuracy,Balanced accuracy metric for imbalanced datasets in ML detection, averaging recall. In IDS tuning. Fair eval; DFIR uses for asymmetric threat models (ENISA).
Bandwidth Throttling,Bandwidth throttling limits rates to prevent abuse or ensure QoS. In proxies. Mitigates DoS; in DFIR, throttle logs show exfil attempts (NIST SP 800-94).
Banner Grabbing,Banner grabbing elicits version info from services for recon. Passive/active. In nmap. Fingerprinting; DFIR suppresses banners but analyzes in passive scans (MITRE T1595).
Base64 Encoding,Base64 encoding represents binary in ASCII for transport, not encryption. In MIME. Obvious base64; in DFIR, decodes payloads in emails for hidden scripts (RFC 4648).
Baseline Configuration,Baseline configuration is approved secure state for systems, deviation monitored. Golden image. In CM. Drift detection; in DFIR, diffs baselines for tampering (NIST SP 800-53).
Baseline Security,Baseline security standardizes min controls across envs per NIST CSF. ID.AM. Uniform protection; in DFIR, baselines guide hardening post-incident (NIST CSF).
Bastion Host,Bastion host is hardened jump server in DMZ for controlled access. Minimal services. In perimeters. Limits exposure; in DFIR, images bastions for inbound traces (NIST SP 800-41).
Batch Processing,Batch processing handles large data offline, like log aggregation. Scheduled jobs. In SIEM. Efficient; in DFIR, batches speed bulk analysis (SANS).
Bayesian Analysis,Bayesian analysis updates threat probs with evidence using priors. In intel fusion. Probabilistic; DFIR applies to IOC confidence scoring (ENISA).
Beaconing,Beaconing is periodic C2 check-ins from implants for tasks. Stealth comms. In malware. Detectable by intervals; in DFIR, flow analysis spots beacons (MITRE T1071).
Behavioral Analytics,Behavioral analytics profiles users for anomaly detection using ML. UEBA core. In EDR. Zero-day catch; in DFIR, baselines behaviors for insider profiling (SANS).
Behavioral Anomaly,Behavioral anomaly flags deviations like unusual file access. ML-detected. In monitoring. Early alert; in DFIR, correlates with MITRE for validation (NIST SP 800-94).
Behavioral Detection,Behavioral detection observes actions like API calls for malice, not signatures. Dynamic. In sandboxes. Variant-proof; in DFIR, behaviors in process trees (MITRE).
Bell-LaPadula Model,Bell-LaPadula model enforces no read up, no write down for confidentiality. MAC for classified. In SELinux. Hierarchical; in DFIR, model violations in labels signal leaks (CNSSI 4009).
Biba Model,Biba model prevents integrity flows from low to high, no read down, no write up. For trusted systems. In MLS. Protects data; in DFIR, Biba checks in access denials (CNSSI 4009).
Big Data Analytics,Big Data analytics processes volume/variety for threat correlation in SIEM. Hadoop/Spark. In SOC. Scales intel; in DFIR, analytics build global timelines (ENISA).
Binary Analysis,Binary analysis reverses executables without source, static/dynamic. In RE tools. Malware dissection; in DFIR, bins yield strings and imports for IOCs (SANS FOR508).
Binary Large Object (BLOB),BLOB stores unstructured data like images in DBs. Opaque handling. In forensics. Hides payloads; in DFIR, carves BLOBs for embedded malware (NIST SP 800-86).
BioAPI,BioAPI standardizes biometric interfaces for apps. Modular. In auth systems. Interoperable; in DFIR, API logs trace spoof attempts (NIST).
Biometric Bypass,Biometric bypass fools sensors with fakes like photos. Liveness counters. In MFA. Weak factor; in DFIR, sensor logs show bypass artifacts (ENISA).
Biometrics,Biometrics uses unique traits like fingerprints for inherence factor. Contactless possible. In access control. Hard to share; in DFIR, enrollment DBs compromised in identity theft (NIST SP 800-76).
BIRCH Clustering,BIRCH clustering builds hierarchies for large datasets in anomaly detection. Scalable. In UEBA. Groups behaviors; in DFIR, clusters log events for patterns (SANS).
Bit-Splitting,Bit-splitting distributes data bits across carriers for stego. Increases capacity. In covert channels. Hides exfil; in DFIR, statistical tests detect unevenness (MITRE T1027).
BitLocker,BitLocker full-disk encryption uses TPM for key protection in Windows. Transparent. In laptops. Data at rest; in DFIR, recovery keys decrypt images (NIST SP 800-111).
Black Hat,Black hat is malicious hacker for personal gain, vs white/gray. Criminal. In ops. Attribution; in DFIR, hats classify actors for response (ENISA).
Black-Box Testing,Black-box testing assesses functionality without internals, like fuzzing. User perspective. In pen tests. Finds logic flaws; in DFIR, reproduces black-box exploits (OWASP).
Blacklisting,Blacklisting blocks known bad items like IPs or files. Reactive. In firewalls/AV. Misses new; in DFIR, lists enrich hunts but evolve to whitelisting (NIST SP 800-94).
Blended Attack,Blended attack combines vectors like worm + exploit for propagation. Multi-faceted. In outbreaks. Complex response; in DFIR, blends require cross-tool analysis (SANS).
Blind SQL Injection,Blind SQL injection infers DB via true/false responses without output. Time/delay based. In web apps. Stealthy; in DFIR, query logs show conditional errors (OWASP).
Blind XPath Injection,Blind XPath injection manipulates XML queries without direct output. Boolean/time. In SOAP. Extracts data; in DFIR, parses XML in traffic for injections (OWASP).
Block Cipher,Block cipher encrypts fixed blocks like 128 bits in AES, modes for streams. Symmetric. In storage. Secure bulk; in DFIR, mode analysis decrypts disk sectors (NIST FIPS 197).
Blockchain,Blockchain is distributed ledger for tamper-proof transactions via hashing/chains. Decentralized trust. In crypto. Immutable logs; in DFIR, traces txns in ransomware payments (ENISA).
Blue Team,Blue team defends and responds to attacks, contrasting red. SOC function. In exercises. Builds resilience; in DFIR, blue playbooks standardize IR (NIST SP 800-61).
Blueprint,Blueprint is architectural template for secure systems per CSF PR.AC. Design aid. In planning. Ensures alignment; in DFIR, blueprints gap analysis post-breach (NIST CSF).
Boot Integrity,Boot integrity verifies chain from BIOS to OS via measurements. Secure Boot. In UEFI. Prevents rootkits; in DFIR, PCR values in TPM logs detect bootkits (NIST SP 800-193).
Boot Record, Boot record contains loader code in MBR/VBR for OS startup. Legacy target. In disks. Infector vector; in DFIR, hex views records for anomalies (SANS FOR508).
